idx,primary_barrier,primary_action,sdg_alignment
8960,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8961,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8962,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8964,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8965,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8966,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8967,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8968,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
8969,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8970,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8971,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8972,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8973,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8974,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8977,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8978,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8979,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8980,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8981,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8982,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8983,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8984,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8985,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8986,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8987,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8989,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8990,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8991,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8992,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8993,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8996,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8997,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8998,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8999,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9001,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9002,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9003,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9004,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9005,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9006,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9007,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9008,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9011,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9012,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9013,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9015,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9016,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9019,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9021,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9023,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9027,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9028,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9029,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9035,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9039,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9040,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9042,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9046,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9047,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
9050,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9051,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9052,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9053,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9054,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9056,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9057,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9059,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9061,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9062,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
9064,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9066,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9068,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9069,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9070,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9071,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9072,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9074,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9076,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9077,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
9078,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9080,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9084,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9085,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9088,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9089,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9091,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9092,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9093,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9096,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9097,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9099,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9101,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9102,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9105,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9107,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9108,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9110,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9113,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9115,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9116,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9117,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9118,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9119,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9122,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9124,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9125,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9126,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9127,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9129,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9130,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9133,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9135,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9136,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9137,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9139,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9140,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9143,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9144,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9147,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9148,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9149,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9151,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9152,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9153,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9155,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9157,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9158,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9159,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9160,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9162,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9163,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9165,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9167,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9168,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
9169,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9172,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9173,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9174,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9175,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9176,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9177,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9178,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9181,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9182,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
9183,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9184,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9189,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
9198,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
9202,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9203,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9204,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9205,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9206,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9208,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9209,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9211,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9212,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9213,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9214,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9216,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9217,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9218,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9219,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9220,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9221,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9222,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9223,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9224,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9225,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9229,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9231,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9232,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9233,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
9235,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
9236,country_Uganda,🌍 General financial inclusion program,SDG 1: No Poverty
